id,listing_url,last_scraped,name,description,neighborhood_overview,picture_url,host_id,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,base_price,minimum_nights,maximum_nights,has_availability,instant_bookable
618673322156725003,https://www.airbnb.com/rooms/618673322156725003,2024-09-05,"Huge loft with a king bed, balcony and park views","Luxury apartment in an historic preserved building. <br /><br />Very well kept, clean, organized and specious apartment. high floor,  great view and light.<br /><br />All new appliances + hardwood floor. <br /><br />Big bedroom with a king sized bed, a guest bedroom / office with a queen sized airbed, enormous living room with stained glass windows, huge well equipped kitchen and charming balcony.<br /><br />Best location in Albany: Beautiful view of Washington Park,  walking distance anywhere + tons of comfort while staying in!","Located right in the middle of Center Square, the most vibrant neighborhood in Albany! The apartment is overlooking Washington Park and is a block away from Lark Street with many restaurants, coffee shops and art galleries. A few minutes walk to Albany Institute of History & Art, historic downtown Albany, Albany Capital Center, Albany Medical Center, New York State Capitol and the  performing arts venue The Egg.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NjE4NjczMzIyMTU2NzI1MDAz/original/15ea60e8-83c0-452b-881b-c5862ad8f438.jpeg,2554853,SIXTH WARD,42.655479431152344,-73.76625061035156,Entire loft,Entire home/apt,3,1.0,1 bath,2.0,3.0,"[""Coffee"", ""55 inch TV with Amazon Prime Video, Chromecast, HBO Max, Netflix, Roku"", ""Baking sheet"", ""Paid parking lot on premises \u2013 20 spaces"", ""Backyard"", ""Park view"", ""Shampoo"", ""Cleaning products"", ""Iron"", ""Cooking basics"", ""Outdoor dining area"", ""Kitchen"", ""Outlet covers"", ""Hot water"", ""Dining table"", ""Extra pillows and blankets"", ""Dishwasher"", ""Mosquito net"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Fire extinguisher"", ""Wine glasses"", ""Stainless steel stove"", ""Garden view"", ""Microwave"", ""First aid kit"", ""Shower gel"", ""Coffee maker: drip coffee maker"", ""Drying rack for clothing"", ""Outdoor playground"", ""Smoke alarm"", ""Outdoor furniture"", ""Body soap"", ""Air conditioning"", ""Refrigerator"", ""Lockbox"", ""Wifi"", ""Bed linens"", ""Essentials"", ""Central heating"", ""Exercise equipment: free weights"", ""Self check-in"", ""Books and reading material"", ""Paid dryer \u2013 In building"", ""Stainless steel oven"", ""Conditioner"", ""Carbon monoxide alarm"", ""Hot water kettle"", ""Free street parking"", ""Clothing storage"", ""Free washer \u2013 In building"", ""Hangers"", ""Long term stays allowed"", ""Bathtub"", ""Indoor fireplace"", ""Private patio or balcony"", ""Dishes and silverware"", ""Paid parking lot off premises"", ""Window guards"", ""Google Soeakers Bluetooth sound system"", ""Laundromat nearby""]",135.0,5,61,True,False
619695112394148331,https://www.airbnb.com/rooms/619695112394148331,2024-09-05,Modern luxury one bedroom with off street parking,"Newly renovated one bedroom, loft style apartment. Centrally located in the Mansion neighborhood in albany. Huge spacious open layout with walk in closet. Big screen tvs, with super fast internet (400 mps). On-site laundry, with locked off street parking. Spectacular views of downtown Albany. Walking distance to empire state plaza, the egg, times union, and excellent bars, restaurants, and delis. Great value for anyone staying in albany long or short term.",no overview,https://a0.muscache.com/pictures/4f44429e-bd8d-4c68-915e-44b87de774eb.jpg,353498132,SECOND WARD,42.64489,-73.75731,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Fast wifi \u2013 478 Mbps"", ""Iron"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Heating"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Free parking on premises"", ""TV"", ""Host greets you"", ""Smoke alarm"", ""Air conditioning"", ""Essentials"", ""Washer"", ""Dryer"", ""Carbon monoxide alarm"", ""Hangers"", ""Long term stays allowed""]",120.0,13,365,True,False
620480926228934988,https://www.airbnb.com/rooms/620480926228934988,2024-09-05,"Lovely renovated, 2-bedroom home with free parking","Put your feet up and relax in this newly renovated, modern 2 bedroom home in the beautiful City of Albany .<br />Perfect for a Small family vacation, Couples getaway or Business trip. <br /><br />2 bedrooms<br />1 and half bathrooms <br />Fully equipped Kitchen <br />Dishwasher <br />Separate living area <br />58 inch smart HD TV <br />High speed WIFI <br />Washer and Dryer<br />Central heating and AC unit in every room",no overview,https://a0.muscache.com/pictures/miso/Hosting-620480926228934988/original/7ae5bd20-d9bf-4648-9e0a-888b6904d597.jpeg,457678547,SEVENTH WARD,42.640217,-73.780815,Entire home,Entire home/apt,4,1.5,1.5 baths,2.0,3.0,"[""Coffee"", ""Backyard"", ""Iron"", ""Shampoo"", ""Outdoor dining area"", ""Free dryer \u2013 In unit"", ""Kitchen"", ""Dining table"", ""Hot water"", ""Dishwasher"", ""Ceiling fan"", ""Private entrance"", ""Stove"", ""Freezer"", ""Window AC unit"", ""Dedicated workspace"", ""Free parking on premises"", ""Fire extinguisher"", ""Wine glasses"", ""Microwave"", ""Shower gel"", ""Coffee maker: drip coffee maker"", ""Smoke alarm"", ""Hair dryer"", ""Refrigerator"", ""Wifi"", ""Bed linens"", ""Essentials"", ""Central heating"", ""Self check-in"", ""55 inch HDTV with Netflix, Roku"", ""Keypad"", ""Toaster"", ""Clothing storage: walk-in closet"", ""Oven"", ""Conditioner"", ""Carbon monoxide alarm"", ""Hot water kettle"", ""Hangers"", ""Long term stays allowed"", ""Bathtub"", ""Free washer \u2013 In unit"", ""Private patio or balcony"", ""Dishes and silverware""]",140.0,2,1125,True,False
621960198566758900,https://www.airbnb.com/rooms/621960198566758900,2024-09-05,One-of-a-Kind Luxe Urban Farmhouse w/ Heated Pool,"4800ft of living space and an epic backyard make this historic home is a true gem. The blueprints for the Jesse Buel House are in the Library of Congress…for real. The pool is enormous and there is enough patio furniture for everyone to get comfortable. Two kitchens, a billiard room, OLED TVs, luxurious mattresses, and one of the biggest couches you have ever seen make this home one of a kind. 35 minutes to Saratoga Race Track and loads of other fantastic attractions within an hour drive.","Walkable, Safe and quiet",https://a0.muscache.com/pictures/dd1a2e33-d50b-459c-adc3-fe3181ff334f.jpg,382970529,FOURTEENTH WARD,42.66762,-73.79919,Entire home,Entire home/apt,12,3.5,3.5 baths,4.0,4.0,"[""Coffee"", ""Clothing storage: closet"", ""BBQ grill"", ""Private outdoor pool - available seasonally, open 24 hours, heated"", ""Cleaning products"", ""Shampoo"", ""Iron"", ""Cooking basics"", ""Free dryer \u2013 In unit"", ""Outdoor dining area"", ""Kitchen"", ""Hot water"", ""Crib"", ""Blender"", ""Extra pillows and blankets"", ""Dishwasher"", ""Ceiling fan"", ""Outdoor shower"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Noise decibel monitors on property"", ""Fire extinguisher"", ""Wine glasses"", ""Free parking on premises"", ""Private hot tub"", ""Microwave"", ""Pool view"", ""Bluetooth sound system"", ""Private backyard \u2013 Fully fenced"", ""Mini fridge"", ""Coffee maker: drip coffee maker"", ""Smoke alarm"", ""Outdoor furniture"", ""Hair dryer"", ""Refrigerator"", ""Wifi"", ""Bed linens"", ""Essentials"", ""Board games"", ""Self check-in"", ""Books and reading material"", ""Portable fans"", ""Keypad"", ""65 inch HDTV with Amazon Prime Video"", ""Stainless steel oven"", ""Pool table"", ""Carbon monoxide alarm"", ""Hot water kettle"", ""Indoor fireplace: gas"", ""Free washer \u2013 In building"", ""Fire pit"", ""Hangers"", ""Pets allowed"", ""Bathtub"", ""Rad body soap"", ""Central air conditioning"", ""Private patio or balcony"", ""Dishes and silverware"", ""Radiant heating"", ""Hammock"", ""Head and Shoulders conditioner""]",1379.0,2,32,True,False
623102454293479631,https://www.airbnb.com/rooms/623102454293479631,2024-09-05,Walk everywhere! Stylish apartment for up to 5,"Stay in the heart of Albany! <br />8 min walk to Palace theater <br />10 min to top restaurants <br />12 min to the Capitol <br />12 min to Lark street <br />18 min to MVP arena <br /><br />Spacious bedroom + sleeping alcove with full size bed each + large couch, sleeps up to 5 comfortably<br /><br />Large new smart TV; fully equipped kitchen incl coffee station, air fryer, microwave; high speed wifi; fully stocked private bath;<br /><br />All basic necessities (towels, toiletries, coffee, etc) provided<br /><br />2 other units in the same building available",It is an urban neighborhood on a Main Street of Albany which makes it so great to walk everywhere. Please be aware it can be a bit noisy at times but the bedroom is facing the quiet courtyard and is always quiet,https://a0.muscache.com/pictures/f90fcad9-7ca0-4095-887a-6eef4346f0c8.jpg,1176120,THIRD WARD,42.65723,-73.75684,Entire condo,Entire home/apt,5,1.0,1 bath,1.0,2.0,"[""Coffee"", ""Smart lock"", ""Cleaning products"", ""Shampoo"", ""Cooking basics"", ""Kitchen"", ""Dining table"", ""Hot water"", ""Extra pillows and blankets"", ""Freezer"", ""Window AC unit"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Fire extinguisher"", ""Wine glasses"", ""Luggage dropoff allowed"", ""TV"", ""Microwave"", ""First aid kit"", ""Shower gel"", ""Coffee maker: drip coffee maker"", ""Cleaning available during stay"", ""Smoke alarm"", ""Body soap"", ""Hair dryer"", ""Refrigerator"", ""Wifi"", ""Bed linens"", ""Essentials"", ""Board games"", ""Central heating"", ""Electric stove"", ""Books and reading material"", ""Portable fans"", ""Toaster"", ""Self check-in"", ""Room-darkening shades"", ""Airfryer (looks like microwave but works like oven) single oven"", ""Conditioner"", ""Carbon monoxide alarm"", ""Hot water kettle"", ""Free street parking"", ""Clothing storage"", ""Hangers"", ""Pets allowed"", ""Bathtub"", ""Long term stays allowed"", ""Dishes and silverware"", ""Radiant heating"", ""Laundromat nearby""]",89.0,1,365,True,False
625346918039601608,https://www.airbnb.com/rooms/625346918039601608,2024-09-05,Charming Garden Apartment in Center Square,"Centrally located, steps from Lark Street and two blocks from the Empire State Plaza. A perfect location for exploring and enjoying the NYS capital. Our garden apartment is recently fully renovated with all new furniture. Apartment includes all basic amenities and multiple streaming services.",**Located in the heart of Center Square - recently named #4 on Forbes list of Best Neighborhoods for Young Professionals in the US!**<br />Vibrant area full of bars and restaurants within walking distance of the apartment (check out my guidebook for some suggestions). Washington Park and the Empire State Plaza are also within easy walking distance.,https://a0.muscache.com/pictures/miso/Hosting-625346918039601608/original/8a68ecaa-65c5-47e9-8c89-808c1c2d2800.jpeg,12742779,SIXTH WARD,42.65347,-73.7662,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Coffee"", ""Clothing storage: closet"", ""Shared patio or balcony"", ""Cleaning products"", ""Shampoo"", ""Iron"", ""Cooking basics"", ""Outdoor dining area"", ""Kitchen"", ""Hot water"", ""Extra pillows and blankets"", ""Dishwasher"", ""Heating"", ""Private entrance"", ""Freezer"", ""Window AC unit"", ""Exterior security cameras on property"", ""50 inch HDTV with Netflix, HBO Max, Roku, Hulu, Disney+, Apple TV, Amazon Prime Video"", ""Fire extinguisher"", ""Wine glasses"", ""Luggage dropoff allowed"", ""Microwave"", ""First aid kit"", ""Shower gel"", ""Viking gas stove"", ""Smoke alarm"", ""Outdoor furniture"", ""Body soap"", ""Coffee maker: Keurig coffee machine"", ""Hair dryer"", ""Refrigerator"", ""Wifi"", ""Bed linens"", ""Essentials"", ""Self check-in"", ""Books and reading material"", ""Portable fans"", ""Keypad"", ""Laundromat nearby"", ""Conditioner"", ""Carbon monoxide alarm"", ""Free street parking"", ""Hangers"", ""Long term stays allowed"", ""Dishes and silverware"", ""Paid parking lot off premises"", ""Viking stainless steel oven""]",95.0,1,1125,True,True
628163387057233327,https://www.airbnb.com/rooms/628163387057233327,2024-09-05,★SPACIOUS 1BR Apt w/ Character 10ft Ceilings W/D!★,"BEAUTIFULLY renovated and stylish apartment with CHARACTER in a brownstone building. This spacious unit features high 10 ft ceilings , a 4K Smart TV with Netflix, stocked kitchen & bathroom, high speed internet ready for you to use! Tenant permit street parking available.","PRIME location in the heart of downtown Albany, minutes from highway and walking distance to popular restaurants, attractions and pubs. <br /><br />Nearby Restaurants:<br />- Hill Street Cafe  (1 minute walk)<br />- Cafe Capriccio  (5 minute walk)<br />- The City Beer Hall  (11 minute walk)<br />- El Mariachi  (12 minute walk)<br /><br />Nearby attractions:<br />- New York State Mansion  (3 minute walk)<br />- Cathedral of the Immaculate Conception  (3 minute walk)<br />- MVP Arena  (7 minute walk)<br />- Empire State Plaza  (12 minute walk)<br />- New York State Capitol  (14 minute walk)<br />- USS Slater  (15 minute walk)",https://a0.muscache.com/pictures/fb5da1ff-a5b4-4d52-98b0-48af1c53404e.jpg,47625981,SECOND WARD,42.64528,-73.75861,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Coffee"", ""Backyard"", ""Cleaning products"", ""Shampoo"", ""Iron"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Dishwasher"", ""Heating"", ""Rice maker"", ""Stove"", ""Private entrance"", ""Freezer"", ""Dedicated workspace"", ""Free parking on premises"", ""Fire extinguisher"", ""Wine glasses"", ""Luggage dropoff allowed"", ""TV"", ""Microwave"", ""First aid kit"", ""Smoke alarm"", ""Outdoor furniture"", ""Body soap"", ""Air conditioning"", ""Hair dryer"", ""Refrigerator"", ""Wifi"", ""Coffee maker: Keurig coffee machine"", ""Essentials"", ""Lockbox"", ""Self check-in"", ""Washer"", ""Room-darkening shades"", ""Patio or balcony"", ""Dryer"", ""Oven"", ""Conditioner"", ""Carbon monoxide alarm"", ""Free street parking"", ""Clothing storage"", ""Hangers"", ""Pets allowed"", ""Long term stays allowed"", ""Dishes and silverware"", ""Laundromat nearby""]",120.0,1,365,True,True
628824127129967353,https://www.airbnb.com/rooms/628824127129967353,2024-09-05,Clean lines and accessible Convenient Location!,"Located in the heart of Albany's Sheridan-Hollow district. This is a newly renovated two-bedroom apartment. Accessible to public transit, Albany Medical Center, UAlbany, Washington Park, and more. This experience is being offered unfurnished, just a blank canvas for you to decorate and furnish to your liking. Includes central heating & cooling, WiFi, Utilities (Hot water, gas, and electric), coded key-pad entry, washer & dryer hook-up, and upgraded appliances. No furniture or beds included!",no overview,https://a0.muscache.com/pictures/miso/Hosting-628824127129967353/original/28126b69-dfaa-488c-b026-d59e6e4dbf46.jpeg,7164949,THIRD WARD,42.66169974831227,-73.76466827605744,Private room in rental unit,Private room,1,1.0,1 private bath,2.0,2.0,"[""Lockbox"", ""Air conditioning"", ""Ethernet connection"", ""Carbon monoxide alarm"", ""Wifi"", ""Central heating"", ""Hotpoint refrigerator"", ""Exterior security cameras on property"", ""Free street parking"", ""Self check-in"", ""Pets allowed"", ""Long term stays allowed"", ""Hotpoint gas stove"", ""Kitchen"", ""Smoke alarm"", ""Hotpoint oven""]",68.0,2,7,True,False
631035244220396236,https://www.airbnb.com/rooms/631035244220396236,2024-09-05,★PRIVATE 1 BDRM Newly Renovated Apt W/D Patio★,"BEAUTIFULLY renovated and stylish apartment with CHARACTER in a brownstone building. PRIME location in the heart of downtown Albany, minutes from highway and walking distance to popular restaurants, and pubs. Local attractions including The Egg, Empire State Plaza and Palace Theatre are less than 5 minutes away. 4K Smart TV with Netflix, stocked kitchen & bathroom, high speed internet ready for you to use! Tenant permit street parking available. Available for long term stays!","PRIME location in the heart of downtown Albany, minutes from highway and walking distance to popular restaurants, attractions and pubs. <br /><br />Nearby Restaurants:<br />- Hill Street Cafe  (1 minute walk)<br />- Cafe Capriccio  (5 minute walk)<br />- The City Beer Hall  (11 minute walk)<br />- El Mariachi  (12 minute walk)<br /><br />Nearby attractions:<br />- New York State Mansion  (3 minute walk)<br />- Cathedral of the Immaculate Conception  (3 minute walk)<br />- MVP Arena  (7 minute walk)<br />- Empire State Plaza  (12 minute walk)<br />- New York State Capitol  (14 minute walk)<br />- USS Slater  (15 minute walk)",https://a0.muscache.com/pictures/miso/Hosting-631035244220396236/original/69b2bdfe-d55e-4f14-97fa-90c8fe91f5bd.jpeg,47625981,SECOND WARD,42.64558,-73.75928,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Coffee"", ""Backyard"", ""Cleaning products"", ""Shampoo"", ""Iron"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Dishwasher"", ""Heating"", ""Rice maker"", ""Stove"", ""Private entrance"", ""Freezer"", ""Dedicated workspace"", ""Free parking on premises"", ""Fire extinguisher"", ""Wine glasses"", ""Luggage dropoff allowed"", ""TV"", ""Microwave"", ""First aid kit"", ""Smoke alarm"", ""Outdoor furniture"", ""Body soap"", ""Air conditioning"", ""Hair dryer"", ""Refrigerator"", ""Wifi"", ""Coffee maker: Keurig coffee machine"", ""Essentials"", ""Lockbox"", ""Self check-in"", ""Washer"", ""Room-darkening shades"", ""Patio or balcony"", ""Dryer"", ""Oven"", ""Conditioner"", ""Carbon monoxide alarm"", ""Free street parking"", ""Clothing storage"", ""Hangers"", ""Pets allowed"", ""Long term stays allowed"", ""Dishes and silverware"", ""Laundromat nearby""]",100.0,1,365,True,True
631778545710518995,https://www.airbnb.com/rooms/631778545710518995,2024-09-05,Lovely 3-bedroom apartment with indoor fireplace.,"Forget your worries in this spacious and serene space. Weather you are on a family vacation, on a business trip or exploring Albany for the first time, This spacious 3 bedroom apartment will provide all the comforts of home away from home.","Urban Downtown Albany  area, close to the Capital, State Museum, MVP arena, SS Slater.",https://a0.muscache.com/pictures/miso/Hosting-631778545710518995/original/17b651e8-f173-46ce-8a79-15248afec61b.jpeg,272907816,SECOND WARD,42.645252,-73.753433,Entire rental unit,Entire home/apt,6,1.0,1 bath,3.0,1.0,"[""BBQ grill"", ""Backyard"", ""Iron"", ""Cleaning products"", ""Cooking basics"", ""Outdoor dining area"", ""Kitchen"", ""Heating"", ""Portable air conditioning"", ""50 inch HDTV with Roku"", ""Window AC unit"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Fire extinguisher"", ""Free parking on premises"", ""First aid kit"", ""Smoke alarm"", ""Hair dryer"", ""Refrigerator"", ""Wifi"", ""Essentials"", ""Self check-in"", ""Keypad"", ""Washer"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Indoor fireplace: gas"", ""Coffee maker"", ""Dishes and silverware""]",104.0,2,28,True,False
634108143238179968,https://www.airbnb.com/rooms/634108143238179968,2024-09-05,Perfect for Families and Traveling Professionals,"A lovely 3 bedroom is apt in Center Square that is perfect for families and traveling professionals.  A 2 min. walk to Washington Park, Lark Street shops and restaurants, and a  5 mins to  Empire Plaza, State Capital and Legislative Office Building or Albany Medical Center, Albany Law School or Albany Medical School. It's the ideal getaway spot for a group of friends, families, or working professionals visiting New York's Capital.","Contains many buildings of architectural significance and is locally famous for its nightlife, entertainment, culture, and dining. It is also notable for its close proximity to Washington Park. The neighborhood is often compared to New York City's Greenwich Village for its eclectic mix of residential and commercial uses, including bars, nightclubs, restaurants, and unique stores.",https://a0.muscache.com/pictures/miso/Hosting-634108143238179968/original/dbfa0c11-4bd0-4158-b13d-bd591601d7fa.jpeg,119340359,SIXTH WARD,42.65323,-73.76797,Entire rental unit,Entire home/apt,7,1.0,1 bath,3.0,3.0,"[""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Coffee"", ""Fast wifi \u2013 117 Mbps"", ""Smart lock"", ""Park view"", ""Shampoo"", ""Cleaning products"", ""Iron"", ""Free dryer \u2013 In unit"", ""Cooking basics"", ""Kitchen"", ""Outlet covers"", ""Hot water"", ""Crib"", ""Dining table"", ""Blender"", ""Extra pillows and blankets"", ""Dishwasher"", ""Stove"", ""Freezer"", ""Window AC unit"", ""55 inch HDTV with Roku, Hulu"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Dedicated workspace"", ""Wine glasses"", ""Microwave"", ""First aid kit"", ""Bluetooth sound system"", ""Shower gel"", ""Smoke alarm"", ""Hair dryer"", ""Refrigerator"", ""Bed linens"", ""Essentials"", ""Board games"", ""Self check-in"", ""Books and reading material"", ""Toaster"", ""Room-darkening shades"", ""Oven"", ""Record player"", ""Conditioner"", ""Carbon monoxide alarm"", ""Free street parking"", ""Hangers"", ""Pets allowed"", ""Bathtub"", ""Free washer \u2013 In unit"", ""Long term stays allowed"", ""Dishes and silverware"", ""Radiant heating"", ""Clothing storage: dresser""]",216.0,30,365,True,True
636902252641496970,https://www.airbnb.com/rooms/636902252641496970,2024-09-05,Cozy Private Room in a Residential House in Albany,"Enjoy a stylish experience at this peaceful and centrally-located place in Albany. Located conveniently at a walking distance near the two main colleges- UAlbany and The College of Saint Rose.<br />We are very close to Albany Medical Center and St.Peter's Hospital and only 8 minutes away by car from downtown Albany.<br />The nearby bus stops at 3 minutes walking distance. The place is only 15 min away to all the major shopping centers. <br />The room has full bed, chair and desk, can accommodate 1-2 people.",Tranquil and peaceful neighborhood. The laundromat is 5 minutes away and the place is close to restaurants and bars. Close proximity to highways makes commuting throughout the Capital Region simple from my home.,https://a0.muscache.com/pictures/miso/Hosting-636902252641496970/original/d59f4d03-88ab-48e4-ac10-14ff1ba98adb.jpeg,376794541,ELEVENTH WARD,42.6635364,-73.77782359999999,Private room in home,Private room,1,1.0,1 shared bath,3.0,3.0,"[""Clothing storage: closet"", ""Cleaning products"", ""Shampoo"", ""Iron"", ""Cooking basics"", ""Fast wifi \u2013 364 Mbps"", ""Kitchen"", ""Hot water"", ""43 inch HDTV with Netflix, Amazon Prime Video"", ""Blender"", ""Extra pillows and blankets"", ""LG stainless steel electric stove"", ""Mosquito net"", ""Freezer"", ""Dedicated workspace"", ""Wine glasses"", ""Luggage dropoff allowed"", ""Microwave"", ""First aid kit"", ""Smoke alarm"", ""Body soap"", ""Hair dryer"", ""Bed linens"", ""Essentials"", ""Central heating"", ""Self check-in"", ""Keypad"", ""Room-darkening shades"", ""LG refrigerator"", ""Stainless steel oven"", ""Conditioner"", ""Carbon monoxide alarm"", ""Free street parking"", ""Hangers"", ""Long term stays allowed"", ""Bathtub"", ""Central air conditioning"", ""Trash compactor"", ""Dishes and silverware"", ""Laundromat nearby""]",47.0,10,365,True,True
646570081594519710,https://www.airbnb.com/rooms/646570081594519710,2024-09-05,Peaceful 2 bedroom condo in the heart of Albany,Keep it stress-free at this peaceful and centrally-located place minutes away from all major hospitals.,"Quiet street in the heart of Albany near all major hospitals.  Walking distance to local restaurants, bars, and grocery stores.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NjQ2NTcwMDgxNTk0NTE5NzEw/original/1be174ef-cec2-42c9-831d-d216c73c2bd5.jpeg,172658781,THIRTEENTH WARD,42.66897,-73.79653,Entire condo,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Coffee"", ""Baking sheet"", ""Shared patio or balcony"", ""Cleaning products"", ""Cooking basics"", ""Single level home"", ""Sound system with Bluetooth and aux"", ""Kitchen"", ""Dining table"", ""Hot water"", ""Shared backyard \u2013 Not fully fenced"", ""Extra pillows and blankets"", ""Dishwasher"", ""Private entrance"", ""Freezer"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""AC - split type ductless system"", ""Fire extinguisher"", ""Wine glasses"", ""Free parking on premises"", ""TV"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Microwave"", ""First aid kit"", ""Stainless steel gas stove"", ""Smoke alarm"", ""Outdoor furniture"", ""Hair dryer"", ""Refrigerator"", ""Wifi"", ""Bed linens"", ""Essentials"", ""Central heating"", ""Private gym in building"", ""Books and reading material"", ""Washer"", ""Toaster"", ""Free dryer \u2013 In building"", ""Stainless steel oven"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Hot water kettle"", ""Free street parking"", ""Fire pit"", ""Hangers"", ""Pets allowed"", ""Heating - split type ductless system"", ""Long term stays allowed"", ""Dishes and silverware"", ""Exercise equipment""]",95.0,24,365,True,False
649973892551492641,https://www.airbnb.com/rooms/649973892551492641,2024-09-05,Modern luxury studio with free off street parking,This stylish place to stay is perfect for group trips.,no overview,https://a0.muscache.com/pictures/6bf876ae-498d-43a1-a30c-a9ed6b6a465c.jpg,353498132,SECOND WARD,42.64625,-73.75663,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Iron"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Heating"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Free parking on premises"", ""Fast wifi \u2013 453 Mbps"", ""TV"", ""Host greets you"", ""Smoke alarm"", ""Air conditioning"", ""Essentials"", ""Washer"", ""Dryer"", ""Carbon monoxide alarm"", ""Hangers"", ""Long term stays allowed""]",89.0,14,365,True,False
653433851241162365,https://www.airbnb.com/rooms/653433851241162365,2024-09-05,Lovely apartment in heart of Albany,"Welcome to spacious and serene space.<br />This is one giant bedroom, kitchen, living room and bathroom apartment located in the heart of Albany, Center Square.",no overview,https://a0.muscache.com/pictures/miso/Hosting-653433851241162365/original/6acc254b-d886-45c0-b238-8b84e644a11c.jpeg,1761578,SIXTH WARD,42.65389,-73.76538,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Smart lock"", ""Cleaning products"", ""Cooking basics"", ""Outdoor dining area"", ""Kitchen"", ""Dining table"", ""Dishwasher"", ""Private entrance"", ""Stove"", ""Freezer"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Noise decibel monitors on property"", ""Wine glasses"", ""TV"", ""Microwave"", ""Shower gel"", ""Smoke alarm"", ""Wifi"", ""Bed linens"", ""Essentials"", ""Central heating"", ""Self check-in"", ""Oven"", ""Carbon monoxide alarm"", ""Hangers"", ""Dishes and silverware""]",130.0,2,29,True,True
654302747324294105,https://www.airbnb.com/rooms/654302747324294105,2024-09-05,★ Private 1 bdrm w/ backyard access ★ In-unit W/D,"Modern apartment with CHARACTER in a historic building. <br /><br />This is a ground floor unit with direct fenced backyard access and a private patio! Ideal for pet owners! 4K Smart TV with Netflix, and high speed internet ready for you to use! This property comes with a fully stocked kitchen, in unit washer/dryer, free resident lot parking, and a fenced shared backyard with bbq grill for guests to enjoy.","PRIME location in the heart of downtown Albany, minutes from highway and walking distance to popular restaurants, and pubs. Great location for active guests looking to bike or walk locally next to the Hudson River. The new Albany Skywalk is only a 10 minute walk away as well!<br /><br />Free tenant parking in the lot next to building. Available for long term stays!<br /><br />A gas station and alcohol store conveniently located across the street!<br /><br />The Albany Distilling Company and Bar - 2 minute walk <br />Tanpopo Ramen - 6 minute walk<br />Wolff’s Biergarden - 6 minute walk<br />The Copper Crow - 6 minute walk<br />Lost & Found Bar and Kitchen - 8 minute walk<br />677 Prime - 8 minute walk<br /><br />Other Attractions include:<br /><br />Mohawk Hudson Bike Trail - 15 minute walk<br />Corning Preserve (Beautiful large park) - 15 minute walk<br />Palace Theatre - 8 minute walk<br />Empire State Plaza - 4 minute drive<br />MVP Arena - 6 minute drive",https://a0.muscache.com/pictures/miso/Hosting-654302747324294105/original/1c23f9ca-1abc-49cc-a389-2d85f77719eb.jpeg,47625981,FOURTH WARD,42.65752,-73.74743,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Coffee"", ""BBQ grill"", ""Backyard"", ""Cleaning products"", ""Shampoo"", ""Iron"", ""Cooking basics"", ""Kitchen"", ""Dining table"", ""Hot water"", ""Dishwasher"", ""Heating"", ""Stove"", ""Freezer"", ""Dedicated workspace"", ""Free parking on premises"", ""Fire extinguisher"", ""Wine glasses"", ""Luggage dropoff allowed"", ""TV"", ""Microwave"", ""First aid kit"", ""Smoke alarm"", ""Outdoor furniture"", ""Body soap"", ""Coffee maker: Keurig coffee machine"", ""Hair dryer"", ""Refrigerator"", ""Wifi"", ""Lockbox"", ""Essentials"", ""Self check-in"", ""Washer"", ""Room-darkening shades"", ""Dryer"", ""Oven"", ""Conditioner"", ""Carbon monoxide alarm"", ""Hot water kettle"", ""Free street parking"", ""Clothing storage"", ""Fire pit"", ""Hangers"", ""Pets allowed"", ""Long term stays allowed"", ""Central air conditioning"", ""Dishes and silverware"", ""Laundromat nearby""]",115.0,1,365,True,True
